20251211 092700;6906.5;6907.25;6906.25;6906.25;19
20251211 092800;6905.25;6905.5;6904;6904.5;36
20251211 092900;6904.5;6905.75;6904.25;6905.75;4
20251211 093000;6906.25;6906.5;6905.75;6906.25;7
20251211 093100;6906.25;6907.5;6906.25;6907.5;12
20251211 093200;6907.5;6908;6907.5;6908;4
20251211 093300;6907;6907.25;6907;6907.25;3
20251211 093400;6907.5;6908;6907.5;6907.75;11
20251211 093500;6907;6907;6906;6906;10
20251211 093600;6906;6906.5;6906;6906.5;3
20251211 093700;6906.5;6906.5;6906.5;6906.5;5
20251211 093800;6907.25;6908.75;6907.25;6908.75;3
20251211 093900;6908.5;6910.5;6908.5;6910.5;50
20251211 094000;6910.5;6911.25;6909.5;6911;30
20251211 094100;6911;6911.25;6909.5;6910;26
20251211 094200;6909.5;6909.75;6908.5;6909;27
20251211 094300;6909.25;6909.25;6908.25;6908.25;18
20251211 094400;6907.5;6908.75;6907.5;6908.25;16
20251211 094500;6908;6908.5;6907.5;6908.25;26
20251211 094600;6908.25;6908.25;6908.25;6908.25;1
20251211 094700;6908.25;6909.5;6908.25;6909.5;21
20251211 094800;6910;6910.75;6910;6910.75;12
20251211 094900;6911.25;6911.5;6911;6911.25;8
20251211 095000;6911.75;6912;6911.75;6912;9
20251211 095100;6911.25;6911.5;6910.75;6911.5;18
20251211 095200;6911.25;6911.5;6911.25;6911.25;3
20251211 095300;6911.75;6913;6911.75;6912.75;43
20251211 095400;6913.25;6914.5;6913.25;6914;34
20251211 095500;6915;6916;6914;6914;36
20251211 095600;6913.25;6914.25;6913.25;6913.5;21
20251211 095700;6914.25;6914.25;6913.25;6913.5;3
20251211 095800;6913;6913.25;6912.25;6913.25;6
20251211 100000;6913;6913.5;6913;6913.5;14
20251211 100100;6913.75;6914.5;6913;6913;23
20251211 100200;6913;6913;6912.5;6912.75;13
20251211 100300;6913.25;6914.5;6913.25;6913.5;12
20251211 100400;6913;6913.5;6913;6913;9
20251211 100500;6912.75;6912.75;6911;6911;13
20251211 100600;6911;6911;6910.5;6910.5;16
20251211 100700;6910;6911.75;6909.5;6911.25;9
20251211 100800;6911.5;6911.5;6911;6911;3
20251211 100900;6911.75;6911.75;6911.5;6911.5;5
20251211 101000;6911.5;6911.5;6910.25;6910.25;9
20251211 101100;6911.25;6911.25;6911.25;6911.25;2
20251211 101200;6909.25;6910.25;6909.25;6910.25;3
20251211 101300;6911.5;6913;6911.5;6913;16
20251211 101400;6914.5;6915.25;6913.25;6913.25;20
20251211 101600;6914.5;6914.5;6914;6914;3
20251211 101700;6913.75;6913.75;6913.75;6913.75;1
20251211 101800;6914.75;6914.75;6914.25;6914.75;16
20251211 101900;6914.5;6914.5;6914.25;6914.25;4
20251211 102000;6914.25;6914.25;6914.25;6914.25;3
20251211 102100;6913.5;6913.5;6913.5;6913.5;1
20251211 102200;6913;6913.25;6912.5;6912.75;8
20251211 102300;6911.75;6911.75;6911.75;6911.75;1
20251211 102500;6912.5;6912.75;6912.5;6912.75;13
20251211 102600;6913;6913;6912.75;6912.75;2
20251211 102800;6914.75;6914.75;6913.25;6913.25;12
20251211 102900;6913.5;6913.5;6913.5;6913.5;2
20251211 103000;6913.25;6913.25;6912.75;6913;12
20251211 103100;6913.75;6913.75;6913;6913.25;8
20251211 103200;6911.75;6912;6911.75;6912;9
20251211 103300;6911;6911.5;6910.5;6911.5;15
20251211 103400;6911;6912;6911;6911.75;10
20251211 103500;6910.75;6911.5;6910.75;6911.5;7
20251211 103600;6910.75;6911;6910.75;6911;2
