1782144381.2877,MES,SELL_SIGNAL,7532.5,1.0,,BEARISH,0.7719824615261378,,0.012755102040816325,98.27%,,PENDING,,,,965c8b4a-933c-40aa-ad7e-8fc905e77e40
1782144382.2471,MES,SELL_SIGNAL,7532.75,1.0,,BEARISH,0.786662746566887,,0.013368983957219251,100.00%,,PENDING,,,,0ad0097e-760f-4bc8-be32-c18a972fd226
1782144944.8878,MES,SELL_SIGNAL,7542.75,1.0,,BEARISH,1.2051194352043886,,0.01440922190201729,87.33%,,PENDING,,,,cb0e9fc9-df8f-4639-bb74-e8065f176d7a
1782145027.4487,MES,SELL_SIGNAL,7542.25,1.0,,BEARISH,0.6519608624002632,,0.013812154696132596,86.67%,,PENDING,,,,9264ce71-5d6e-4577-b6f1-f5d04f7da34d
1782145104.9127,MES,SELL_SIGNAL,7541.5,1.0,,BEARISH,0.840061118976363,,0.012886597938144331,92.48%,,PENDING,,,,6b2b8702-8ee6-42fd-aa43-f281deff5501
1782145111.3478,MES,SELL_SIGNAL,7541.25,1.0,,BEARISH,1.0409686927132051,,0.012345679012345678,87.30%,,PENDING,,,,8e2dd00b-b589-4535-b913-8186fbdf1ed2
1782145350.249387,MES,SHORT,7544.0,1,,,,,,,,APPROVED,7.2666666666651505,WIN,Exit Executed,MANUAL_1782145117
1782145350.5963943,MES,SHORT,7544.25,1,,,,,,,,APPROVED,7.2666666666651505,WIN,Exit Executed,MANUAL_1782145165
1782145351.1324017,MES,SHORT,7549.25,1,,,,,,,,APPROVED,7.2666666666651505,WIN,Exit Executed,MANUAL_1782145255
1782147446.9379,MES,SELL_SIGNAL,7543.25,1.0,,BEARISH,0.7050438741005979,,0.012886597938144331,88.23%,,PENDING,,,,fbb53e31-553a-4e03-a575-c03f3afde90a
1782147462.48,MES,SELL_SIGNAL,7543,1.0,,BEARISH,0.9284425936575261,,0.012254901960784315,90.81%,,PENDING,,,,c84d37f7-4be6-4bc2-9662-b782b7fa8dad
1782147487.2416,MES,SELL_SIGNAL,7543.75,1.0,,BEARISH,0.7165812588708776,,0.013297872340425532,81.84%,,PENDING,,,,6b647fe1-7ee0-4d80-8dc3-aff942f8f398
1782148026.5952,MES,SELL_SIGNAL,7537,1.0,,BEARISH,0.7653675126228778,,0.014044943820224719,83.87%,,PENDING,,,,e9b895c3-8674-490a-ad9b-7ee16d17399d
1782148029.6154,MES,SELL_SIGNAL,7536.5,1.0,,BEARISH,0.6051071483770036,,0.01231527093596059,87.89%,,PENDING,,,,7dfa496b-d198-4a59-8956-7019d86485e4
1782148031.7142,MES,SELL_SIGNAL,7536.75,1.0,,BEARISH,0.5384082787033193,,0.01282051282051282,88.26%,,PENDING,,,,b403585a-979e-49ad-9114-b0c007e9b8e6
